Bangla,Chatgaya
"আমার অফিসের একটা কাজে দেশের বাইরে যেতে হবে, তুমি একা ঘর সামলাতে পারবে তো?","আঁর অফিসুর এক্কান হাজে দেশুর বাইরে যন ফরিবু, তুঁই এহেল্লে ঘর সামলাইত ফারিবে তো?"
"এই বছর শীত অনেক দেরিতে এসেছে, ডিসেম্বর শেষ হয়ে গেলেও ঠান্ডা পড়েনি","এই বছর শীত বৌত দেরিত আইসসি, ডিসেম্বর শেষ অই গেলিও ঠান্ডা ন ফরে"
বিড়ালের কামড় খেলে সঙ্গে সঙ্গে ডাক্তারের কাছে যাওয়া উচিত,বিলের হঅর হাইলি সাথে সাথে ডাক্তারুর হাছে যন উচিত
"আপু, আমি তোমাকে অনেক বিরক্ত করছি","আফা, আঁই তোঁয়ারে বৌত বিরক্ত গরির"
আজ এত গরম যে রান্না করতে মন চাইছে না,আজিয়ে এত গরম যে রান্না গইত্তো মন ন চার
প্রতিদিনের হোমওয়ার্ক প্রতিদিনই শেষ করে ফেলবে,ফইত্তুদিনোর হোমওয়ার্ক ফইত্তুদিনই শেষ গরি ফেলাইবে
মুরগির ডাক শুনে ঘুম ভেঙ্গে গেছে,কুরোর ডাক উনি ঘুম ভাঙ্গি গেইয়্যি
মার্কেটে জিনিসপত্রের দাম আগুনের মতো,মার্কেটুত জিনিসপত্রর দাম অইনুর মতন
"ভাই, বাসের দরজাটা এবার বন্ধ করে দেন, মানুষ আর নেবেন না","বদ্দা, বাসুর দরজা ইয়েন এবার বন্ধ গরি দন, মানুষ আর ন লইয়্যুন"
আমার কথা মতো না চললে এই ঘর থেকে চলে যা,আঁর হতা মতন ন চিলিলি এই ঘরুত্তুন চলি যা
বাজার করে আসার সময় ৫০০ টাকার একটা নোট হারিয়ে ফেলেছি,বাজারুত্তুন আইবের সমত ৫০০ টিয়ার নোট এক্কান আঝাই ফেলাই
সকালে এতক্ষণ না খেয়ে থাকা ভালো না,বেইন্নে এতক্ষন ন হায় থাহন ভালা নো
সেটা কি আমার মন রাখার জন্য বলেছেন নাকি নিজের মন থেকেই বলেছেন,ইয়েন কি আঁর মন রাহিবের লাই হইয়্যুন নাকি নিজোর মনত্তুন হইয়্যুন
"একটু বসেন, দোকানদার ভাত খেতে গেছেন","এক্কানা বইয়্যুন, দোয়ানদার ভাত হাইতু গেইয়্যি"
"মুরগি কাটার সময় পাশে দাঁড়িয়ে থেকো, ওরা সুযোগ পেলে মাংস চুরি করে","মুরগি হাডিবের সমত ডাহুদ্দি থিয়েই থেইক্কো, ইতারা সুযোগ পাইলি মাংস চুরি গরে"
ঋণ নিয়ে ব্যবসা করতে গেলে ব্যবসায় উন্নতি করা যাবে না,হজ্জো লই ব্যবসা গইত্তো যাইলি ব্যবসাত উন্নাতি গরন যাইতু ন
