Chatgaya,Bangla
বৌতদিন পর অঁনোরে দেহি সত্যিই বৌত ভালা লাইজ্ঞি,দীর্ঘদিন পর আপনাকে দেখে সত্যিই খুব ভালো লাগল
"উইন্নি যারা সাগরুত মাছ ধইত্তো যায়, ইতারারে বৌত সময় ডাহাইতুর কবল উত ফরন ফরে","শুনলাম যারা সমুদ্রে মাছ ধরতে যায়, তাদেরকে অনেক সময় ডাকাতের কবলে পড়তে হয়"
"ইবে আঁর লাই লই, ইবে আঁই কিয়ারে দিতাম নো","এটা আমার জন্য নিয়েছি, এটা আমি কাউকে দেব না"
তোরে এল্লেত উরে হনে উইঠতো হইয়্যি দে?,তোকে এত ওপরে কে উঠতে বলছে?
আঁই সামনুর মাসুত হয়তো দেশুর বাইরে চলি যাইয়্যুম,আমি সামনের মাসে হয়তো দেশের বাহিরে চলে যাব
এরহম রইদোত বাইর অইলি হালা অই যাইয়্যুম,এরকম রোদে বের হলে কালো হয়ে যাব
তোঁয়ার দিনহাল কেন যার?,তোমার দিনকাল কেমন যাচ্ছে?
দইজ্জের পানি আস্তে আস্তে উরে উডের,নদীর পানি ধীরে ধীরে ওপরে উঠছে
"ঝাল বৌত বেশি অইয়্যি, এক্কানা পানি দ","ঝাল অনেক বেশি হয়েছে, একটু পানি দাও"
"পাশুর বারির ফাহিম হত ভালা রেজাল্ট গইজ্জি, ইতের টেং ধুই পানি হা","পাশের বাড়ির ফাহিম কত ভালো রেজাল্ট করেছে, ওর পা ধুয়ে পানি খা"
আরাদিন ফোনুর মিক্কে চাই থাহিলি তো চোখ এনেই নষ্ট অই যাইবু,সারাদিন ফোনের দিকে তাকিয়ে থাকলে তো চোখ এমনিতেই নষ্ট হয়ে যাবে
হালা রঙ উর থ্রি-পিস তোঁয়ারে বৌত মানাইবু,কালো রঙের থ্রি-পিস তোমাকে অনেক মানাবে
"অদ্ধক হাজ গরিই যেন গরি হাপাই উইট্টি, বাকি হাজ হত্তে শেষ গইজ্জুম হনে জানে","অর্ধেক কাজ করেই যেভাবে হাঁপিয়ে উঠেছি, বাকি কাজ কখন শেষ করব কে জানে"
জমিদার আংকেল হইয়্যি ব্যাচেলার ভারা দিতু ন,জমিদার আংকেল বলছে ব্যাচেলর ভাড়া দেবে না
তুই এক্কানা মামুনোর লগে যো,তুমি একটু মামুনের সাথে যাও
"শসা এগুনুর দাম বেশি হইতে হইয়্যুন, আরেক্কানা হমাই রাহন","শসাগুলোর দাম বেশি বলেছেন, আরেকটু কমিয়ে রাখেন"
